Title,Author,Date,Blog Type,Comments,Likes,Employee Type,Tags,Link
Equipment Maintenance – Custom Add-on for SAP Business ByDesign ,Nishanthi G,"January 19, 2021",Product Information,1,0,N/A,"SAP Business ByDesign,SAP Cloud Applications Studio,SAP Cloud SDK",https://blogs.sap.com/2021/01/19/equipment-maintenance-custom-add-on-for-sap-business-bydesign/
Illustrate how Analytical Queries are executed and controlled by analytical engine and DCL on ABAP layer ,Yuto Sugita,"January 19, 2021",Technical Articles,0,13,SAP Employee,"SAP Fiori,SAP Fiori for SAP S/4HANA,SAP S/4HANA,SAP S/4HANA Embedded Analytics",https://blogs.sap.com/2021/01/19/illustrate-how-analytical-queries-are-executed-and-controlled-by-analytical-engine-and-dcl-on-abap-layer/
Join me for a CTO Q&A Session ,Juergen MUELLER,"January 19, 2021",Event Information,0,19,SAP Employee,SAP Business Technology Platform,https://blogs.sap.com/2021/01/19/qa-session-with-sap-cto-juergen-mueller/
SAP Analytics Cloud – Controlling Multiple Dimensions with One Measure Input Control ,Curtis Gile,"January 19, 2021",Technical Articles,4,20,N/A,SAP Analytics Cloud,https://blogs.sap.com/2021/01/19/sap-analytics-cloud-controlling-multiple-dimensions-with-one-measure-input-control/
Dynamic Web Service Call ,Anuj Suryawanshi,"January 19, 2021",Technical Articles,2,2,N/A,SAP Manufacturing Integration and Intelligence,https://blogs.sap.com/2021/01/19/dynamic-web-service-call/
"Leveraging SAP Intelligent Enterprise to Support Industry 4.0 for Oil, Gas, & Energy Companies ",Hisham GOUDA,"January 19, 2021",Product Information,0,5,SAP Employee,Oil and Gas,https://blogs.sap.com/2021/01/19/leveraging-sap-intelligent-enterprise-to-support-industry-4.0-for-oil-gas-energy-companies/
Integration as a Strategic Imperative – Our Modern Times ,Jean Michel Lauzon,"January 19, 2021",Business Trends,2,3,SAP Employee,"SAP Integration Suite,Digital Transformation,SAP API Management,SAP Cloud Platform,SAP Cloud Platform Open Connectors",https://blogs.sap.com/2021/01/19/integration-as-a-strategic-imperative-our-modern-times/
SAP Commerce Cloud Business User Training and Certification: 2005 release ,Charalampos Karatzas,"January 19, 2021",Product Information,0,1,SAP Employee,"Customer Experience,SAP Commerce Cloud,Training",https://blogs.sap.com/2021/01/19/sap-commerce-cloud-business-user-training-and-certification-2005-release/
Random Day Surprise // You are part of us! (Part 2) ,Lena Stodal,"January 19, 2021",Personal Insights,6,20,SAP Employee,SAP Community,https://blogs.sap.com/2021/01/19/random-day-surprise-you-are-part-of-us-part-2/
Random Day Surprise // You are part of us! (Part 1) ,Lena Stodal,"January 19, 2021",Personal Insights,4,18,SAP Employee,SAP Community,https://blogs.sap.com/2021/01/19/random-day-surprise-you-are-part-of-us-part-1/
Version 3.5.1.1 of SAP Advanced SQL Migration is available now ,Javier Martin,"January 19, 2021",Technical Articles,0,1,SAP Employee,"SQL,SAP Advanced SQL Migration",https://blogs.sap.com/2021/01/19/version-3.5.1.1-of-sap-advanced-sql-migration-is-available-now/
Cloud Integration – Import and Export PGP Secret Key – Change PGP Secret Key Password ,Franz Forsthofer,"January 19, 2021",Technical Articles,0,3,SAP Employee,"SAP Cloud Platform Integration for process services,SAP Integration Suite",https://blogs.sap.com/2021/01/19/cloud-integration-import-and-export-pgp-secret-key-change-pgp-secret-key-password/
OIF and GAF Floorplans: Changing elements in the Identification Region (IDR) at runtime ,Ulrich Miller,"January 19, 2021",Technical Articles,0,0,SAP Employee,"UI Floorplan Manager for Web Dynpro ABAP,UI Web Dynpro ABAP,User Interface",https://blogs.sap.com/2021/01/19/oif-and-gaf-floorplans-changing-elements-in-the-identification-region-idr-at-runtime/
SAP Enterprise Support Academy:  Leverage the new Meet-the-Expert pre-recorded sessions ,Silvia Gaber,"January 19, 2021",Event Information,1,4,SAP Employee,"SAP Solution Manager,Support Services",https://blogs.sap.com/2021/01/19/sap-enterprise-support-academy-join-our-newly-developed-meet-the-expert-recordings/
Financial Accounting and Management Accounting Training on SAP S/4HANA 2020 ,Cornelia Gottwald,"January 19, 2021",Product Information,0,1,SAP Employee,Training,https://blogs.sap.com/2021/01/19/training-financial-accounting-and-management-accounting-on-sap-s-4hana-2020/
Now Open: SAP Identity Management Customer Connection 2021 ,Regine Schimmer,"January 19, 2021",Product Information,0,2,SAP Employee,"SAP Identity Management,Customer Influence,Customer Involvement,Security",https://blogs.sap.com/2021/01/19/now-open-sap-identity-management-customer-connection-2021/
Day 4 | Skybuffer Community Chatbot | How to Bring Your Own Bot to Hybrid Chats ,Siarhei Tsikhanenka,"January 19, 2021",Technical Articles,1,6,N/A,"Artificial Intelligence,SAP Cloud Platform,SAP Conversational AI,SAP Integration Strategy",https://blogs.sap.com/2021/01/19/day-4-skybuffer-community-chatbot-how-to-bring-your-own-bot-to-hybrid-chats/
Want to learn more about the Incident Management topic- Join CIC for the 1st Webcast of 2021 ,Paula Kelly,"January 19, 2021",Event Information,0,2,SAP Employee,"Customer Experience,Support Services",https://blogs.sap.com/2021/01/19/want-to-learn-more-about-the-incident-management-topic-join-cic-for-the-1st-webcast-of-2021/
The New Application Interface Register for SAP Integration ,Anmol Gupta,"January 19, 2021",Product Information,1,1,N/A,"SAP Data Integrator,SAP ERP,SAP ERP Central Component,SAP PLM interface,the intercompany integration solution for SAP Business One",https://blogs.sap.com/2021/01/19/the-new-application-interface-register-for-sap-integration/
"Weekly Mission & Badge Roundup // January 11 – January 17, 2021 ",Lena Stodal,"January 19, 2021",Personal Insights,5,12,SAP Employee,SAP Community,https://blogs.sap.com/2021/01/19/weekly-mission-badge-roundup-january-11-january-17-2021/
Your SAP on Azure – Part 25 – SQL Server Transparent Data Encryption with Azure Key Vault ,Bartosz Jarkowski,"January 19, 2021",Technical Articles,0,5,N/A,"SAP NetWeaver,Microsoft SQL Server,SAP NetWeaver Application Server",https://blogs.sap.com/2021/01/19/your-sap-on-azure-part-25-sql-server-transparent-data-encryption-with-azure-key-vault/
“Error in document: G/L Account XXX requires a valid tax code.” ,Anthony Santoro,"January 19, 2021",Product Information,1,0,SAP Employee,SAP S/4HANA Cloud for Finance,https://blogs.sap.com/2021/01/19/error-in-document-g-l-account-xxx-requires-a-valid-tax-code./
Bring your own language into SAP Data Intelligence – julia ,Guilherme Costa,"January 19, 2021",Technical Articles,5,4,SAP Employee,SAP Data Intelligence,https://blogs.sap.com/2021/01/19/bring-your-own-language-into-sap-data-intelligence-julia/
Bereitstellung der Formulare für die Deutsche Umsatzsteuer-Voranmeldung/Jahresmeldung 2021 in SAP Business ByDesign  (Provision of German VAT Forms 2021 in SAP Business ByDesign) ,Katrin Gruber,"January 19, 2021",Product Information,2,3,SAP Employee,SAP Business ByDesign,https://blogs.sap.com/2021/01/19/bereitstellung-der-formulare-fur-die-deutsche-umsatzsteuer-voranmeldung-jahresmeldung-2021-in-sap-business-bydesign-provision-of-german-vat-forms-2021-in-sap-business-bydesign/
"GRC Tuesdays: When Governance, Risk, and Compliance Supports the Subscription Based Digital Economy ",Thomas Frenehard,"January 19, 2021",Product Information,0,5,SAP Employee,"Governance, Risk, Compliance (GRC), and Cybersecurity",https://blogs.sap.com/2021/01/19/grc-tuesdays-when-governance-risk-and-compliance-supports-the-subscription-based-digital-economy/
How Downtime and Outages Hurt Your Business ,Logan Berger,"January 19, 2021",Business Trends,0,2,N/A,Business Trends,https://blogs.sap.com/2021/01/19/how-downtime-and-outages-hurt-your-business/
Get the SAP user ID which been deleted by email address ,Jigang Zhang 张吉刚,"January 19, 2021",Technical Articles,4,3,N/A,ABAP Development,https://blogs.sap.com/2021/01/19/get-the-sap-user-id-which-been-deleted-by-email-address/
New release of the Cloud Connector (2.13) ,Marco Ertel,"January 19, 2021",Product Information,14,14,SAP Employee,"SAP Connectivity service,SAP Cloud Platform,SAP Integration Suite",https://blogs.sap.com/2021/01/19/new-release-of-the-cloud-connector-2.13/
Using Agile on a Large-Scale SAP S/4HANA Global Rollout ,Marcel van den Top,"January 19, 2021",Personal Insights,1,0,SAP Employee,Implementation Methodologies,https://blogs.sap.com/2021/01/19/using-agile-on-a-large-scale-sap-s-4hana-global-rollout/
SuccessFactors Platform Frameworks 2020 enhancements in a nutshell ,Naresh Purohit,"January 18, 2021",Product Information,2,11,SAP Employee,"HCM (Human Capital Management),SAP SuccessFactors HXM Core,SAP SuccessFactors HXM Suite",https://blogs.sap.com/2021/01/18/successfactors-platform-frameworks-2020-enhancements-in-a-nutshell/
Refer Original Doc to Duplicated Doc? ,Maya Shiff,"January 18, 2021",Product Information,0,0,SAP Employee,"SAP Business One,SAP Business One, version for SAP HANA",https://blogs.sap.com/2021/01/18/refer-original-doc-to-duplicated-doc/
Technical details – HANA licensing ,Jens Gleichmann,"January 18, 2021",Technical Articles,3,6,N/A,"SAP HANA,SAP HANA, platform edition",https://blogs.sap.com/2021/01/18/technical-details-hana-licensing/
"Performing Product assignment in Production Model, in Business ByDesign using Cloud Application Studio ",V Krishna Anaparthi,"January 18, 2021",Product Information,0,0,SAP Employee,"SAP Business ByDesign,SAP Cloud Applications Studio",https://blogs.sap.com/2021/01/18/performing-product-assignment-in-production-model-in-business-bydesign-using-cloud-application-studio/
Coach’s Corner – Focus on Focusing ,Jason Cao,"January 18, 2021",Personal Insights,18,22,SAP Employee,"Careers,Emotional Intelligence,SAP Community",https://blogs.sap.com/2021/01/18/coachs-corner-focus-on-focusing/
How Adopting the SAP-Qualified Partner-Packaged Solution Strategy Helped SAP Partner SAVIC Rise and their Customers Shine ,Nadia Casagrande,"January 18, 2021",Business Trends,0,1,SAP Employee,"Partnership,Customer Experience,SAP Ariba Procurement,SAP Business ByDesign,SAP Cloud Platform",https://blogs.sap.com/2021/01/18/how-adopting-the-sap-qualified-partner-packaged-solution-strategy-helped-sap-partner-savic-rise-and-their-customers-shine/
Product Valuation Type Uploader for SAP Business ByDesign ,Paul McNally,"January 18, 2021",Product Information,0,3,N/A,SAP Business ByDesign,https://blogs.sap.com/2021/01/18/product-valuation-type-uploader-for-sap-business-bydesign/
Q&A from TechEd Session IIS102: SAP Fiori Launchpad – What’s Hot and What’s New ,Sibylle Brehm,"January 18, 2021",Product Information,1,7,SAP Employee,"SAP Fiori Launchpad,SAP Fiori for SAP S/4HANA,SAP Launchpad service,SAP S/4HANA,SAP S/4HANA Cloud",https://blogs.sap.com/2021/01/18/qa-from-teched-session-iis102-sap-fiori-launchpad-whats-hot-and-whats-new/
Boost your SAP Business One Cloud sales with this innovative solution ,Ofer Oz,"January 18, 2021",Product Information,0,4,SAP Employee,"SAP Business One Cloud,SAP Business One,SAP Business One, version for SAP HANA",https://blogs.sap.com/2021/01/18/boost-your-sap-business-one-cloud-sales-with-this-innovative-solution/
PDF data extraction in SAP Intelligent RPA – Part 2 (Advanced Activities + Filters) ,Simardeep Singh,"January 18, 2021",Technical Articles,0,3,SAP Employee,"SAP Intelligent Robotic Process Automation,SAP Business Technology Platform,SAP Cloud Platform",https://blogs.sap.com/2021/01/18/pdf-data-extraction-in-intelligent-rpa-part-2-advanced-activities-filters/
Integration of SAP Master Data Governance (MDG) with SAP Ariba Supplier and Lifecycle Performance (SLP) ,Andrea Hoffmann,"January 18, 2021",Product Information,7,10,SAP Employee,"SAP Master Data Governance,SAP Ariba Supplier Management,SAP Business Technology Platform,SAP ERP,SAP S/4HANA",https://blogs.sap.com/2021/01/18/integration-of-sap-master-data-governance-mdg-with-sap-ariba-supplier-and-lifecycle-performance-slp/
FARYS live with SAP Cloud for Energy ,Holger Schweinfurth,"January 18, 2021",Technical Articles,1,14,SAP Employee,SAP Cloud Platform,https://blogs.sap.com/2021/01/18/farys-live-with-sap-cloud-for-energy/
Inserting operation in Business ByDesign Production Bill of Operations using Cloud Application Studio ,V Krishna Anaparthi,"January 18, 2021",Product Information,0,0,SAP Employee,"SAP Business ByDesign,SAP Cloud Applications Studio",https://blogs.sap.com/2021/01/18/inserting-operation-in-business-bydesign-production-bill-of-operations-using-cloud-application-studio/
Importing shapefiles into SAP HANA Cloud using the Wizard ,Ian Henry,"January 18, 2021",Technical Articles,2,3,SAP Employee,"SAP HANA Cloud,SAP HANA Spatial,SAP Web IDE",https://blogs.sap.com/2021/01/18/importing-shapefiles-into-sap-hana-cloud-using-the-wizard/
Unreal ,Martin Springer,"January 18, 2021",Personal Insights,0,0,SAP Employee,"Digital Transformation,Emotional Intelligence",https://blogs.sap.com/2021/01/18/unreal-28/
Intelligent Asset in an intelligent enterprise ,venkata seshukumar,"January 18, 2021",Personal Insights,2,2,N/A,"SAP Asset Intelligence Network,SAP Asset Strategy and Performance Management,SAP Internet of Things",https://blogs.sap.com/2021/01/18/intelligent-asset-in-an-intelligent-enterprise/
SAP Conversational AI Tutorial Challenge 2021 – Submissions Open! ,Paul PINARD,"January 18, 2021",Event Information,5,22,SAP Employee,"SAP Conversational AI,Artificial Intelligence,Machine Learning,SAP Business Technology Platform,SAP Cloud Platform",https://blogs.sap.com/2021/01/18/sap-conversational-ai-tutorial-challenge-2021-submissions-open/
[Service Contract – Chapter 1] Service Contract Overview and Object Hierarchy ,Former Member,"January 18, 2021",Product Information,0,0,SAP Employee,SAP S/4HANA Cloud for Service,https://blogs.sap.com/2021/01/18/service-contract-chapter-1-service-contract-overview-and-object-hierarchy/
Second round of crashing iFlows in CPI and failing over with Azure – even simpler ,Martin Pankraz,"January 18, 2021",Technical Articles,0,3,N/A,"SAP Integration Suite,SAP BTP, Cloud Foundry environment,SAP Connectivity service",https://blogs.sap.com/2021/01/18/second-round-of-crashing-iflows-in-cpi-and-failing-over-with-azure-even-simpler/
SAP Cloud Portal and Launchpad service say goodbye to Microsoft’s legacy browsers ,Aviad Rivlin,"January 18, 2021",Product Information,1,11,SAP Employee,"SAP Cloud Portal service,SAP Cloud Platform,SAP Fiori Launchpad,SAP Launchpad service,SAPUI5",https://blogs.sap.com/2021/01/18/sap-cloud-platform-portal-and-launchpad-say-goodbye-to-microsofts-legacy-browsers/
SAP SuccessFactors Employee Central/ECP/SAP HR No show functionality ,Manu Bhutani,"January 18, 2021",Technical Articles,1,3,N/A,"HCM (Human Capital Management),SAP SuccessFactors Employee Central,SAP SuccessFactors Employee Central Payroll",https://blogs.sap.com/2021/01/18/sap-successfactors-employee-central-ecp-sap-hr-no-show-functionality/
Obtaining the closing stock on a selected date ,guruprasad pandurangi,"January 18, 2021",Technical Articles,2,3,N/A,MM Inventory Management,https://blogs.sap.com/2021/01/18/easy-method-to-derive-closing-stock-on-a-selected-date-with-minimal-reference-to-mseg-mkpf-table./
SAPシステムのHyperscalerへの移行 – Part 2 ,Arata Ogama,"January 18, 2021",Technical Articles,0,1,SAP Employee,Basis Technology,https://blogs.sap.com/2021/01/18/sap-migration-to-hyperscaler-part-2/
ABAP RAP : Enabling custom actions with a dialog for additional input fields ,ramjee korada,"January 18, 2021",Technical Articles,7,10,N/A,"SAP BTP, ABAP environment,ABAP RESTful Programming Model,SAP Fiori Elements",https://blogs.sap.com/2021/01/18/abap-rap-enabling-custom-actions-with-a-dialog-with-additional-input-fields/
SAP Business Object Intelligence 4.2 SP08 Patch 400 Bug in Windows Platform ,Sankara Bavirisetti,"January 18, 2021",Technical Articles,1,0,N/A,SAP BusinessObjects Business Intelligence platform,https://blogs.sap.com/2021/01/18/sap-business-object-intelligence-4.2-sp08-patch-400-bug-in-windows-platform/
Additive Model Time-series Analysis using Python Machine Learning Client for SAP HANA ,Likun Hou,"January 18, 2021",Technical Articles,0,1,SAP Employee,"SAP HANA,Machine Learning,Python",https://blogs.sap.com/2021/01/18/additive-model-time-series-analysis-using-python-machine-learning-client-for-sap-hana/
Kymaによるアプリケーション拡張開発: Application Connectorを理解する（後編） ,Osamu Tamaki,"January 18, 2021",Technical Articles,0,5,SAP Employee,"SAP Cloud Platform,Cloud,SAP BTP, Kyma runtime",https://blogs.sap.com/2021/01/18/kyma%e3%81%ab%e3%82%88%e3%82%8b%e3%82%a2%e3%83%97%e3%83%aa%e3%82%b1%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3%e6%8b%a1%e5%bc%b5%e9%96%8b%e7%99%ba-application-connector%e3%82%92%e7%90%86%e8%a7%a3%e3%81%99-2/
Measuring success of your S2P ? Tricky indeed. .. ,Sabine Adotevi,"January 17, 2021",Business Trends,0,0,SAP Employee,"SAP Ariba Strategic Sourcing,SAP Ariba Procurement,SAP Ariba Procurement, cloud edition,SAP Ariba Supplier Management,SAP Risk Management",https://blogs.sap.com/2021/01/17/measuring-success-of-your-s2p-tricky-indeed.-../
Payroll Control Center and PA03 Conundrum ,Jose Jeyakumar Wilson,"January 17, 2021",Technical Articles,6,18,N/A,"SAP SuccessFactors Employee Central Payroll,HCM Payroll",https://blogs.sap.com/2021/01/17/payroll-control-center-and-pa03-conundrum/
Application Logging by using Web-based Kibana UI in SAP Cloud Foundry ,Naveen Kumar Jain,"January 17, 2021",Technical Articles,2,2,N/A,"SAP BTP, Cloud Foundry environment,SAP Business Application Studio",https://blogs.sap.com/2021/01/17/application-logging-by-using-web-based-kibana-ui-in-sap-cloud-foundry/
NEW TUTORIAL: Improve Your Chatbot Accuracy by Monitoring User Activity ,Daniel Wroblewski,"January 17, 2021",Technical Articles,0,1,SAP Employee,"SAP Conversational AI,Artificial Intelligence,Machine Learning",https://blogs.sap.com/2021/01/17/new-tutorial-improve-your-chatbot-accuracy-by-monitoring-user-activity/
EIPinCPI – Wire Tap ,Bhalchandra Wadekar,"January 17, 2021",Technical Articles,0,0,N/A,"SAP Integration Suite,SAP Cloud Integration for data services,SAP Cloud Platform Integration for process services,SAP Integration Suite tools",https://blogs.sap.com/2021/01/17/eipincpi-wire-tap/
Why I switched to Neovim ,David Kunz,"January 17, 2021",Technical Articles,11,14,SAP Employee,"SAP Cloud Application Programming Model,Node.js",https://blogs.sap.com/2021/01/17/switching-to-neovim/
Consignment Order in SAP S/4HANA TM based upon Advanced Shipping Notifications ,Atul Arvind Gokhale,"January 17, 2021",Personal Insights,1,3,SAP Employee,"SAP S/4HANA,SAP Transportation Management",https://blogs.sap.com/2021/01/17/consignment-order-in-sap-s-4hana-tm-based-upon-advanced-shipping-notifications/
an alternative configuration for message server load balancing ,Turgay Samdanli,"January 17, 2021",Technical Articles,0,2,N/A,"SAP Analysis for Microsoft Office,SAP BusinessObjects - OLAP",https://blogs.sap.com/2021/01/17/an-alternative-configuration-for-message-server-load-balancing/
SAP on Azure: What are the Options? ,Limor Wainstein,"January 17, 2021",Product Information,2,1,N/A,"SAP HANA,SAP Cloud Platform",https://blogs.sap.com/2021/01/17/sap-on-azure-what-are-the-options/
Purchase Requisition Completion in Central Procurement ,KARTHIK TV,"January 17, 2021",Product Information,0,2,SAP Employee,SAP S/4HANA for central procurement,https://blogs.sap.com/2021/01/17/purchase-requisition-completion-in-central-procurement/
Send IDOC from Cloud Platform Integration to ECC (inbound Part2) ,Ramesh Vodela,"January 17, 2021",Technical Articles,0,1,N/A,"SAP Cloud Platform Integration for process services,ABAP Development,NW ABAP Remote Function Call (RFC)",https://blogs.sap.com/2021/01/17/send-idoc-from-cloud-platform-integration-to-ecc-inbound-part2/
Log based replication to HANA cloud with SAP Cloud Connector ,Sreekanth Surampally,"January 16, 2021",Technical Articles,0,3,N/A,SAP HANA Cloud,https://blogs.sap.com/2021/01/16/log-based-replication-to-hana-cloud-with-sap-cloud-connector/
Integrate your SAP Bot with Google Assistant ,Somnath Paul,"January 16, 2021",Technical Articles,2,3,N/A,"SAP Conversational AI,Node.js",https://blogs.sap.com/2021/01/16/integrate-your-sap-bot-with-google-assistant/
What’s New – SAP HANA Cloud Jan 2021 (QRC 4) ,Denys van Kempen,"January 16, 2021",Technical Articles,5,10,SAP Employee,"SAP HANA Cloud,SAP Business Application Studio,SAP Cloud Platform,SAP HANA,SAP HANA service for SAP BTP",https://blogs.sap.com/2021/01/16/whats-new-sap-hana-cloud-jan-2021-qrc-04/
Life@SAP: My first 100 days with Corporate Finance IT Services ,Majra Hodzic,"January 15, 2021",Personal Insights,2,7,SAP Employee,"FIN (Finance),Digital Transformation",https://blogs.sap.com/2021/01/15/lifesap-my-first-100-days-with-corporate-finance-it-services/
Analytical List Report with Abap CDS on NW7.5 (part 2) ,Pierre Godart,"January 15, 2021",Technical Articles,0,3,N/A,SAPUI5,https://blogs.sap.com/2021/01/15/analytical-list-report-with-abap-cds-on-nw7.5-part-2/
Writer function – ‘BW write type’ : Loading Part 2 ,Dinesh Deivasigamani,"January 15, 2021",Technical Articles,0,0,SAP Employee,SAP Profitability and Performance Management,https://blogs.sap.com/2021/01/15/writer-function-bw-write-type-loading-part-2/
F4 Help for custom fields created using Custom Fields & Logic – InApp Extensibility ,Vijay Sharma,"January 15, 2021",Technical Articles,5,9,N/A,"ABAP Extensibility,SAP S/4HANA",https://blogs.sap.com/2021/01/15/f4-help-for-custom-fields-created-using-custom-fields-logic-inapp-extensibility/
SAP Business Application Studio and JSDoc ,Attila Berencsi,"January 15, 2021",Technical Articles,0,4,N/A,"SAP Business Application Studio,SAP Fiori",https://blogs.sap.com/2021/01/15/sap-business-application-studio-and-jsdoc/
Fresh releases of the SAP Cloud SDK for Java and JavaScript in 2021 ,Artem Kovalov,"January 15, 2021",Product Information,0,7,SAP Employee,"SAP Cloud SDK,Java,JavaScript,OData,SAP Cloud Platform",https://blogs.sap.com/2021/01/15/fresh-releases-of-the-sap-cloud-sdk-for-java-and-javascript-in-2021/
How to find SAP Customer Data Cloud videos on the new openSAP Microlearning? ,Amit Dudhbade,"January 15, 2021",Personal Insights,0,1,SAP Employee,"SAP Customer Data Cloud,Customer Experience",https://blogs.sap.com/2021/01/15/how-to-find-sap-customer-data-cloud-videos-on-the-new-opensap-microlearning/
Kymaによるアプリケーション拡張開発: Application Connectorを理解する（前編） ,Osamu Tamaki,"January 15, 2021",Technical Articles,0,5,SAP Employee,"SAP Cloud Platform,Cloud,SAP BTP, Kyma runtime",https://blogs.sap.com/2021/01/15/kyma%e3%81%ab%e3%82%88%e3%82%8b%e3%82%a2%e3%83%97%e3%83%aa%e3%82%b1%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3%e6%8b%a1%e5%bc%b5%e9%96%8b%e7%99%ba-application-connector%e3%82%92%e7%90%86%e8%a7%a3%e3%81%99/
New Features in SAP Subscription Billing (2021-01-15) ,Elodie Brenker,"January 15, 2021",Product Information,0,7,SAP Employee,SAP Subscription Billing,https://blogs.sap.com/2021/01/15/new-features-in-sap-subscription-billing-2021-01-15/
Every OData call through API Management transformed into a GET call ,Johan Wigert,"January 15, 2021",Technical Articles,2,5,N/A,"SAP API Management,OData",https://blogs.sap.com/2021/01/15/every-odata-call-through-api-management-transformed-into-a-get-call/
Positioning of SAP Business Process Automation by Redwood ,Peter Barker,"January 15, 2021",Product Information,3,0,SAP Employee,SAP Business Process Automation by Redwood,https://blogs.sap.com/2021/01/15/positioning-of-sap-business-process-automation-by-redwood/
Restrict Editing Leave Requests Created by an Admin ,Virginie Klein,"January 15, 2021",Technical Articles,0,2,SAP Employee,"SAP SuccessFactors Employee Central,SAP SuccessFactors HXM Core",https://blogs.sap.com/2021/01/15/restrict-editing-leave-requests-created-by-an-admin/
Enterprise Mobility @ SAP – App Development ,Paul Aschmann,"January 15, 2021",Personal Insights,1,9,N/A,"SAP Mobile Platform,iOS SDK for SAP BTP,SAP Cloud Platform,SAP HANA,SAP Mobile Platform SDK",https://blogs.sap.com/2021/01/15/enterprise-mobility-sap-app-development/
Why a green future is worth the trip ,Brigitte Kleinschmidt,"January 15, 2021",Business Trends,1,1,SAP Employee,"Mill Products,Sustainability",https://blogs.sap.com/2021/01/15/why-a-green-future-is-worth-the-trip/
Deploy your SAP Intelligent RPA bot from the Cloud Studio to the Cloud Factory ,Mariajose Martinez,"January 15, 2021",Technical Articles,0,4,SAP Employee,SAP Intelligent Robotic Process Automation,https://blogs.sap.com/2021/01/15/deploy-your-sap-intelligent-rpa-bot-from-the-cloud-studio-to-the-cloud-factory/
SAP Document Compliance: entrada manual e notificações ao fornecedor disponíveis no eDocument Cockpit ,Samuel Armbrust,"January 15, 2021",Product Information,1,3,SAP Employee,"SAP Electronic Invoicing for Brazil (SAP Nota Fiscal Eletronica),SAP ERP,SAP S/4HANA,SAP S/4HANA Cloud",https://blogs.sap.com/2021/01/15/sap-document-compliance-entrada-manual-e-notificacoes-ao-fornecedor-disponiveis-no-edocument-cockpit/
Preview SAP S/4HANA Cloud 2102: Kanban Control Cycle Analytics ,Julia Menzel,"January 15, 2021",Product Information,0,4,SAP Employee,SAP S/4HANA Cloud for Manufacturing,https://blogs.sap.com/2021/01/15/preview-sap-s-4hana-cloud-2102-kanban-control-cycle-analytics/
Migrate your legacy data to SAP S/4HANA Cloud with SAP S/4HANA Migration Cockpit ,Silvia Gaber,"January 15, 2021",Event Information,0,5,SAP Employee,"Support Services,SAP S/4HANA Cloud,SAP S/4HANA migration cockpit",https://blogs.sap.com/2021/01/15/migrate-your-legacy-data-to-sap-s-4hana-cloud-with-sap-s-4hana-migration-cockpit/
Back to the future: Cloud Foundry on Kubernetes ,Bernd Krannich,"January 15, 2021",Technical Articles,3,19,SAP Employee,"Cloud,Open Source,SAP BTP, Cloud Foundry environment,SAP Cloud Platform",https://blogs.sap.com/2021/01/15/back-to-the-future-cloud-foundry-on-kubernetes/
SAP Analytics Cloud Analytics Designer Empowers 3D Intelligent Factory ,Fay Fei,"January 15, 2021",Product Information,2,10,SAP Employee,"SAP Analytics Cloud,SAP Analytics Cloud, Analytics Designer",https://blogs.sap.com/2021/01/15/sap-analytics-cloud-analytics-designer-empowers-3d-intelligent-factory/
Protecting Your SAP System from Cyber Threats ,David Gutierrez,"January 15, 2021",Personal Insights,0,5,N/A,"Security,Governance, Risk, Compliance (GRC), and Cybersecurity,SAP Cloud Platform Security,SAP Enterprise Threat Detection,SOLMAN Custom Code Management",https://blogs.sap.com/2021/01/15/protecting-your-sap-system-from-cyber-threats/
DKIM Key Activation for Business Emails in Cloud for Customer(C4C) & Business ByDesign(BYD) ,Ankitkumar Kaneri,"January 15, 2021",Product Information,0,1,SAP Employee,"SAP Cloud for Customer add-ins,SAP Business ByDesign",https://blogs.sap.com/2021/01/15/dkim-key-activation-for-business-emails-in-cloud-for-customerc4c-business-bydesignbyd/
Download the Incident Content in the PDF format. ,Ankitkumar Kaneri,"January 15, 2021",Product Information,0,1,SAP Employee,"SAP Cloud for Customer add-ins,SAP Business ByDesign,SAP Fiori Launchpad",https://blogs.sap.com/2021/01/15/download-the-incident-content-in-the-pdf-format./
Send IDOC From ABAP Trail Version NPL to Cloud Platform Integration (outbound Part1) ,Ramesh Vodela,"January 14, 2021",Technical Articles,1,3,N/A,"SAP Integration Suite,SAP Connectivity service",https://blogs.sap.com/2021/01/14/send-idoc-from-abap-trail-version-npl-to-cloud-platform-integration/
SAP Intelligent RPA and Ariba: Contract Workspace Automation ,Max McPhee,"January 14, 2021",Technical Articles,1,3,SAP Employee,"SAP Intelligent Robotic Process Automation,SAP Ariba Strategic Sourcing,SAP Ariba Supply Chain",https://blogs.sap.com/2021/01/14/intelligent-rpa-and-ariba-contract-workspace-automation/
Build a SAP Intelligent RPA 2.0 bot with Cloud Studio to execute a transaction in the ERP ,Mariajose Martinez,"January 14, 2021",Technical Articles,4,10,SAP Employee,"SAP Intelligent Robotic Process Automation,SAP Gateway,SAP NetWeaver",https://blogs.sap.com/2021/01/14/build-a-sap-intelligent-rpa-2.0-bot-with-cloud-studio-to-execute-a-transaction-in-the-erp/
